timestamp,latitude,longitude,altitude,speed,engine_load,fl_pressure,fl_temp,fr_pressure,fr_temp,rl_pressure,rl_temp,rr_pressure,rr_temp,distance_traveled_m,sum_distance_traveled_m,elevation_traveled_m,tr_fl,tr_fr,tr_rl,tr_rr
2025-11-14 05:41:57+00,-6.919989667,107.6633892,696.2,16,67.45098,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,23.02755425300959,1557.8274031699975,-0.599999999999909,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:42:02+00,-6.920164667,107.6633927,697.1,22,50.58823,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,19.462973994778118,1577.2903771647757,0.8999999999999773,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:42:07+00,-6.920436,107.6633677,697.1,20,46.27451,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,30.296838389218866,1607.5872155539946,0.0,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:42:12+00,-6.9206865,107.663345,702.1,12,73.33334,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,27.966846746422444,1635.554062300417,5.0,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:42:17+00,-6.9208435,107.6633332,705.0,19,61.17647,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,17.506152518273865,1653.0602148186908,2.8999999999999773,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:42:22+00,-6.921057667,107.6634025,704.6,26,71.37255,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,25.012779224995036,1678.0729940436859,-0.39999999999997726,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:42:27+00,-6.921334667,107.6635898,703.2,28,44.70588,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,37.09666300535719,1715.169657049043,-1.3999999999999773,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:42:32+00,-6.921669167,107.6637637,703.4,23,52.15686,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,41.85609127561449,1757.0257483246576,0.1999999999999318,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:42:37+00,-6.921962,107.6639062,701.8,28,70.19608,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,36.16191400859764,1793.1876623332553,-1.6000000000000227,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:42:42+00,-6.922223667,107.6641295,700.0,28,47.45098,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,38.133306919584385,1831.3209692528396,-1.7999999999999545,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:42:47+00,-6.92256,107.6642845,700.9,23,55.68628,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,41.12653339851716,1872.447502651357,0.8999999999999773,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:42:52+00,-6.922857,107.6643235,702.1,23,61.96078,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,33.30434727068837,1905.7518499220453,1.2000000000000455,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:42:57+00,-6.923124667,107.6644095,702.3,23,43.52941,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,31.240508299268352,1936.9923582213137,0.1999999999999318,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:43:02+00,-6.923348,107.6645752,701.3,30,92.94118,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,30.842393050058458,1967.8347512713722,-1.0,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:43:07+00,-6.923636167,107.664738,699.4,32,55.29412,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,36.73797564310244,2004.5727269144745,-1.8999999999999773,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:43:12+00,-6.9240125,107.664916,699.1,27,56.07843,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,46.22962550572228,2050.8023524201967,-0.2999999999999545,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
2025-11-14 05:43:17+00,-6.924328,107.6650615,700.5,29,50.58823,27.41117,35.0,28.86149,35.0,29.73169,32.0,24.22045,33.0,38.58370245795868,2089.3860548781554,1.3999999999999773,5.968783039934295e-07,1.526897986959939e-06,2.151538072534453e-06,1.4436126422166665e-06
